instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd sequential-induced-except-4-pf sequential-induced-except-4-pd sequential-d2-induced-except-4-pf sequential-d2-induced-except-4-pd sequential-induced-except-5-pf sequential-induced-except-5-pd sequential-d2-induced-except-5-pf sequential-d2-induced-except-5-pd sequential-induced-except-10-pf sequential-induced-except-10-pd sequential-d2-induced-except-10-pf sequential-d2-induced-except-10-pd sequential-induced-except-20-pf sequential-induced-except-20-pd sequential-d2-induced-except-20-pf sequential-d2-induced-except-20-pd
g16-g73-normed 11 969921 192926 969570 316422 971556 176353 971630 223444 972214 158579 972043 173576 973305 145102 973305 150979 974064 132461 974064 135269 975921 129060 975921 129473 979418 141865 979418 141865 979501 141807 979501 141807
g16-g82-normed 11 980341 143548 784971 239799 980341 143548 949021 236901 980341 143548 973459 178552 980341 143548 980022 157944 980341 143548 980341 150978 980341 143548 980341 144903 980341 143548 980341 143548 980341 143548 980341 143548
g16-g86-normed 11 0 0 0 0 0 0 0 0 499546 1530 499546 1530 908334 166630 908334 166630 955679 145186 955679 148854 975338 123183 975338 123183 980119 136677 980119 136677 980119 136677 980119 136677
g16-g93-normed 11 980578 226325 980578 279609 980578 226325 980578 248268 980578 226325 980578 234987 980578 226325 980578 230180 980578 226325 980578 228140 980578 226325 980578 226719 980578 226325 980578 226325 980578 226325 980578 226325
g17-g58-normed 11 970299 150350 969940 211811 974133 110954 974133 136238 976793 78036 976793 78036 980151 65332 980151 65332 980758 62967 980758 62967 980758 62967 980758 62967 980758 62967 980758 62967 980758 62967 980758 62967
g17-g59-normed 11 969130 157403 969184 214376 973370 109942 973370 131577 977325 76080 977325 76080 980125 64571 980125 64571 980758 62933 980758 62933 980758 62933 980758 62933 980758 62933 980758 62933 980758 62933 980758 62933
g17-g60-normed 11 977557 129965 977587 178879 978792 106392 978792 128272 980168 87715 980168 87715 980971 79393 980971 79393 980758 78349 980758 78349 980758 78349 980758 78349 980758 78349 980758 78349 980758 78349 980758 78349
g17-g66-normed 11 981058 80221 981058 157563 981058 80221 981058 113691 981058 80221 981058 80221 981058 80221 981058 80221 981058 80221 981058 80221 981058 80221 981058 80221 981058 80221 981058 80221 981058 80221 981058 80221
g17-g73-normed 11 979628 100427 979697 160184 980214 77671 980214 104969 981624 65973 981624 65973 982621 63723 982621 63723 982402 63668 982402 63668 982402 63668 982402 63668 982402 63668 982402 63668 982402 63668 982402 63668
g17-g82-normed 11 983394 64904 983273 147518 983394 64904 983394 106606 983394 64904 983394 64904 983394 64904 983394 64904 983394 64904 983394 64904 983394 64904 983394 64904 983394 64904 983394 64904 983394 64904 983394 64904
g17-g86-normed 11 749003 2189 0 0 983472 57103 983472 104712 983472 57103 983472 57103 983472 57103 983472 57103 983472 57103 983472 57103 983472 57103 983472 57103 983472 57103 983472 57103 983472 57103 983472 57103
g17-g93-normed 11 983865 167623 983865 180959 983865 167623 983865 174366 983865 167623 983865 167623 983865 167623 983865 167623 983865 167623 983865 167623 983865 167623 983865 167623 983865 167623 983865 167623 983865 167623 983865 167623
g18-g58-normed 11 967472 173763 967472 249608 970603 150649 970603 186188 974870 112490 974870 112490 979373 80605 979373 80605 980758 70607 980758 70607 980758 70607 980758 70607 980758 70607 980758 70607 980758 70607 980758 70607
g18-g59-normed 11 967476 174962 967476 248783 969344 160603 969344 190340 975387 109432 975387 109432 979580 78744 979580 78744 980758 70591 980758 70591 980758 70591 980758 70591 980758 70591 980758 70591 980758 70591 980758 70591
g18-g60-normed 11 976755 150944 976755 213668 977892 130988 977892 160481 979270 108991 979270 108991 980523 88402 980523 88402 980758 85721 980758 85721 980758 85721 980758 85721 980758 85721 980758 85721 980758 85721 980758 85721
g18-g66-normed 11 981058 87688 981058 189935 981058 87688 981058 131757 981058 87688 981058 87688 981058 87688 981058 87688 981058 87688 981058 87688 981058 87688 981058 87688 981058 87688 981058 87688 981058 87688 981058 87688
g18-g73-normed 11 978542 124063 978542 202795 980223 102501 980223 142193 981383 83964 981383 83964 982496 71287 982496 71287 982402 71170 982402 71170 982402 71170 982402 71170 982402 71170 982402 71170 982402 71170 982402 71170
g18-g82-normed 11 983394 72496 983084 188130 983394 72496 983394 126853 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496 983394 72496
g18-g86-normed 11 0 0 0 0 983472 64876 983472 127002 983472 64876 983472 64876 983472 64876 983472 64876 983472 64876 983472 64876 983472 64876 983472 64876 983472 64876 983472 64876 983472 64876 983472 64876
g18-g93-normed 11 983865 173403 983865 191017 983865 173403 983865 182218 983865 173403 983865 173403 983865 173403 983865 173403 983865 173403 983865 173403 983865 173403 983865 173403 983865 173403 983865 173403 983865 173403 983865 173403
g19-g58-normed 11 965438 196119 964126 285732 968619 148774 968996 182169 970677 96631 970677 96631 974244 73097 974244 73097 976230 69175 976230 69175 978289 73323 978289 73323 980758 89434 980758 89434 980758 89434 980758 89434
g19-g59-normed 11 964632 197394 962433 274364 968460 147825 968460 177665 971231 92348 971231 92348 974066 72395 974066 72395 976254 68694 976254 68694 978116 72269 978116 72269 980758 89428 980758 89428 980758 89428 980758 89428
g19-g60-normed 11 976454 163282 976441 262923 977252 136394 977252 173015 978395 115096 978395 115096 979117 101693 979117 101693 979509 99168 979509 99168 980212 99505 980212 99505 980758 103864 980758 103864 980758 103864 980758 103864
g19-g66-normed 11 981058 105709 978612 255365 981058 105709 981058 208115 981058 105709 981058 105709 981058 105709 981058 105709 981058 105709 981058 105709 981058 105709 981058 105709 981058 105709 981058 105709 981058 105709 981058 105709
g19-g73-normed 11 977766 136545 977800 259791 977453 102883 977453 146615 978122 80280 978122 80280 979311 72002 979311 72002 980213 75190 980213 75190 981391 79117 981391 79117 982402 90232 982402 90232 982402 90232 982402 90232
g19-g82-normed 11 983394 91232 970241 179134 983394 91232 983394 216761 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232 983394 91232
g19-g86-normed 11 0 0 0 0 0 0 0 0 937028 2651 937028 2651 978034 58196 978034 58196 978034 58196 978034 58196 983472 84222 983472 84222 983472 84222 983472 84222 983472 84222 983472 84222
g19-g93-normed 11 983865 187800 983865 224869 983865 187800 983865 208061 983865 187800 983865 187800 983865 187800 983865 187800 983865 187800 983865 187800 983865 187800 983865 187800 983865 187800 983865 187800 983865 187800 983865 187800
g2-g58-normed 11 892371 227389 892371 368272 896122 210043 896122 210043 897423 204660 897423 204660 897423 204660 897423 204660 897423 204660 897423 204660 897423 204660 897423 204660 897423 204660 897423 204660 897423 204660 897423 204660
g2-g59-normed 11 892312 226562 892312 364154 895946 209049 895946 209049 897423 204668 897423 204668 897423 204668 897423 204668 897423 204668 897423 204668 897423 204668 897423 204668 897423 204668 897423 204668 897423 204668 897423 204668
g2-g60-normed 11 895834 225936 895834 341937 896569 214306 896569 214306 897423 213175 897423 213175 897423 213175 897423 213175 897423 213175 897423 213175 897423 213175 897423 213175 897423 213175 897423 213175 897423 213175 897423 213175
g2-g66-normed 11 896649 213496 896649 355266 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496 896649 213496
g2-g73-normed 11 897265 211800 897265 364472 898342 204471 898342 204471 898350 204607 898350 204607 898350 204607 898350 204607 898350 204607 898350 204607 898350 204607 898350 204607 898350 204607 898350 204607 898350 204607 898350 204607
g2-g82-normed 11 898910 205772 898910 379231 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772
g2-g86-normed 11 899132 201205 899132 399732 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205 899132 201205
g2-g93-normed 11 899433 264176 899433 292435 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176 899433 264176
g20-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 974110 355948 974110 355948
g20-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 973778 356805 973778 356805
g20-g60-normed 11 649785 392462 649785 392462 828259 525565 828259 525565 870414 557820 870414 557820 889998 564941 889998 564941 913529 555490 913529 555490 927690 545731 927690 545731 957828 471138 957828 471158 978715 358252 978715 358252
g20-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 747465 725405 747465 725405 981058 362287 981058 362287
g20-g73-normed 11 841951 536636 841951 536636 867701 557414 867701 557414 889493 555226 889493 555226 901548 560360 901548 560360 929821 545182 929821 545182 933465 539546 933465 539546 962917 446068 962917 446163 978655 351613 978655 351613
g20-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749836 740946 749836 740946 983394 358850 983394 358850
g20-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 978034 344994 978034 344994
g20-g93-normed 11 983865 390140 983865 505110 983865 390140 983865 505110 983865 390140 983865 504715 983865 390140 983865 502909 983865 390140 983865 497783 983865 390140 983865 484183 983865 390140 983865 394375 983865 390140 983865 390140
g21-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g93-normed 11 983865 796065 983865 838681 983865 796065 983865 838681 983865 796065 983865 838681 983865 796065 983865 838681 983865 796065 983865 838681 983865 796065 983865 838681 983865 796065 983865 838681 983865 796065 983865 838681
g22-g58-normed 11 959062 241753 957479 329855 964696 194488 963906 208745 967018 149992 966797 152839 969969 120405 969686 122497 973086 104742 972382 105626 976295 101838 976295 102344 981585 105601 981585 105601 981412 107053 981412 107053
g22-g59-normed 11 957800 234941 957642 326649 964026 191206 963019 205086 965660 149599 965600 152664 969155 118690 968908 119919 973203 103478 973203 104699 976066 101938 976460 102206 981389 106489 981389 106489 981412 107222 981412 107222
g22-g60-normed 11 975539 197985 975615 266843 976508 175704 976680 190280 977330 153043 977383 158864 978169 135706 978169 139308 979128 125469 979241 128217 979745 121288 979950 122115 981519 120721 981519 120721 981412 120977 981412 120977
g22-g66-normed 11 981779 122811 952651 300326 981779 122811 970002 169357 981779 122811 973908 139125 981779 122811 975629 123988 981779 122811 978953 129982 981779 122811 981779 129175 981779 122811 981779 122811 981779 122811 981779 122811
g22-g73-normed 11 977435 166777 977175 258188 977205 139498 977348 157568 976463 117246 976659 123060 977817 104196 977430 107607 978839 100084 978767 101545 980369 101194 980224 101870 983188 107740 983188 107740 983095 107455 983095 107455
g22-g82-normed 11 983970 108748 931547 381404 983970 108748 972002 160766 983970 108748 976459 127229 983970 108748 976839 118103 983970 108748 980473 113195 983970 108748 984129 115352 983970 108748 983970 108748 983970 108748 983970 108748
g22-g86-normed 11 0 0 0 0 499546 1530 499546 1530 915992 126684 915992 126684 969012 98746 969012 98756 975665 110406 975665 110406 977724 97796 977724 97797 983937 102217 983937 102217 983937 102217 983937 102217
g22-g93-normed 11 984479 201195 984479 229823 984479 201195 984479 209880 984479 201195 984479 206496 984479 201195 984479 205211 984479 201195 984479 204249 984479 201195 984479 203238 984479 201195 984479 201195 984479 201195 984479 201195
g23-g58-normed 11 912304 114261 908885 131132 957457 67171 956842 72218 964585 56510 963676 57143 969227 51804 969453 52308 972366 48468 972157 48829 974448 48459 974397 49538 981587 71168 981587 71169 982450 91623 982450 91623
g23-g59-normed 11 912185 112267 908772 129691 955534 64170 954410 69220 963541 55454 962983 56257 969199 50621 969108 51120 973009 48990 972866 49959 974554 48307 974381 48052 981450 70449 981450 70451 982507 92166 982507 92166
g23-g60-normed 11 971160 152637 970763 194983 975288 107940 975612 126653 976666 96585 976561 105332 978319 89924 978143 94054 978904 87279 978927 89089 979322 86298 979761 86641 982097 93069 982097 93071 982816 108647 982816 108647
g23-g66-normed 11 830679 233049 830679 237473 962415 120015 941137 72778 974974 101376 957114 58233 977577 93935 962304 54563 981424 85901 972124 79554 982052 92924 978241 101159 982707 106555 982707 106595 982831 112226 982831 112226
g23-g73-normed 11 969574 97668 969252 169892 972824 66578 972366 82292 975029 58821 974864 66322 976920 55003 976884 58129 978271 53961 978322 55319 979408 54671 979381 54834 983494 74585 983494 74585 984311 93595 984311 93595
g23-g82-normed 11 832654 227119 832654 228862 964488 106063 943490 59944 977098 86661 958776 42516 980341 79447 964488 39052 983980 71525 973230 58663 984203 77339 980442 84540 984801 92339 984801 92357 985131 98267 985131 98267
g23-g86-normed 11 800098 319992 800098 320675 932609 64216 932609 73045 946365 40709 946365 40709 960391 35265 960391 35265 964701 31219 964701 31219 973287 42155 968836 30202 983852 63812 983852 63812 985094 84623 985094 84623
g23-g93-normed 11 985661 205911 985661 284300 985661 205911 985661 226820 985661 205911 985661 216558 985661 205911 985661 212684 985661 205911 985661 210312 985661 205911 985661 208856 985661 205911 985661 206073 985661 205911 985661 205911
g24-g58-normed 11 978584 25360 978584 29565 980934 21871 980416 22150 981295 23339 981119 23173 981723 24629 981844 24662 982209 26806 982209 26808 982989 29847 982989 29847 983291 33255 983291 33255 983291 33255 983291 33255
g24-g59-normed 11 978887 24767 978810 28808 980633 21939 980527 22190 981589 23491 981273 23430 981595 24935 981651 24582 982530 26596 982530 26603 982996 30367 982996 30367 983291 33260 983291 33260 983291 33260 983291 33260
g24-g60-normed 11 981704 48344 981704 55242 982296 45618 982225 45591 982512 46112 982410 45832 982704 46429 982621 46573 983005 47604 983005 47610 983265 49224 983265 49224 983291 49719 983291 49719 983291 49719 983291 49719
g24-g66-normed 11 983327 51137 980526 57276 983327 51137 980741 43601 983327 51137 981892 47430 983327 51137 983327 51499 983327 51137 983327 51349 983327 51137 983327 51137 983327 51137 983327 51137 983327 51137 983327 51137
g24-g73-normed 11 982693 23535 982693 31376 983369 24416 983082 24078 983793 25329 983716 25601 984221 27104 984154 27261 984593 29736 984593 29740 984920 33279 984920 33279 984968 33446 984968 33446 984968 33446 984968 33446
g24-g82-normed 11 985596 34992 982854 43289 985596 34992 982854 26697 985596 34992 984263 30918 985596 34992 985742 34707 985596 34992 985596 35070 985596 34992 985596 34992 985596 34992 985596 34992 985596 34992 985596 34992
g24-g86-normed 11 978034 12282 978034 17449 982578 16033 982578 16033 983852 18888 982578 16033 985641 26341 984233 22649 985641 26341 985641 26370 985641 26341 985641 26341 985641 26341 985641 26341 985641 26341 985641 26341
